store_id,region,store_name,store_x,store_y,store_addr,store_addr_new,store_tel,open_hours,n_link,website
22565.0,경기,백인더처치,127.1077555,38.0301032,경기도 연천군 청산면 궁평리 489-18,경기도 연천군 청산면 궁평로 71-1,031-833-1121,토요일 10:30~21:00 | 목요일 10:30~21:00 | 수요일 10:30~21:00 | 화요일 10:30~21:00 | 월요일 10:30~21:00 | 일요일 10:30~21:00 | 금요일 휴무,1763263823,https://www.instagram.com/back_in_the_church/
22566.0,경기,오두막골식당,127.0780296,38.0110786,경기도 연천군 청산면 대전리 552-1,경기도 연천군 청산면 청창로141번길 92,031-832-4177,매일 10:00~20:50,18871516,
22568.0,경기,보정가든,127.0576235,38.0146629,경기도 연천군 전곡읍 전곡리 689-4,경기도 연천군 전곡읍 선사로 14-72,031-832-0063,매일 09:00~21:00 연중무휴,31077602,https://bojung.modoo.at/
22569.0,경기,제일반점,127.0701280,38.0284900,경기도 연천군 전곡읍 전곡리 340-21,경기도 연천군 전곡읍 은전로 94 전곡사랑의교회,031-832-1236,매일 10:30~20:30,32098630,
22570.0,경기,고대산가든,127.1190646,38.1605228,경기도 연천군 신서면 도신리 770-34,경기도 연천군 신서면 도내로 149 광대울유원지,010-9046-7819,토요일 11:30~21:00 임시휴업. | 금요일 11:30~21:00 임시휴업. | 목요일 11:30~21:00 임시휴업. | 수요일 11:30~21:00 임시휴업. | 화요일 11:30~21:00 임시휴업. | 월요일 11:30~21:00 임시휴업. | 일요일 11:30~21:00 임시휴업. | 매일 11:30~21:00 임시휴업.,1894655915,
22571.0,경기,파머스테이블,127.0049158,38.0892008,경기도 연천군 왕징면 북삼리 222,,031-833-1811,매일 10:00~21:30 Last order 20:00,33879802,http://www.herbvillage.co.kr/
22572.0,경기,구석기양평해장국 전곡점,127.0667680,38.0231770,경기도 연천군 전곡읍 전곡리 293-14,경기도 연천군 전곡읍 평화로 599-1,031-832-0088,평일 06:00~23:00,13323343,http://cityfood.co.kr/h2/gusuki
22573.0,경기,코리안숯불닭바베큐 전곡점,127.0686759,38.0235160,경기도 연천군 전곡읍 전곡리 302-38,경기도 연천군 전곡읍 전곡역로 52,031-835-9300,매일 17:00~01:00,18864648,
22574.0,경기,아우라지매운탕,127.1134680,38.0425370,경기도 연천군 전곡읍 신답리 17-3,경기도 연천군 전곡읍 청연로 154,031-832-1514,매일 11:00~21:00,18869064,
22575.0,경기,대호식당,127.1074875,38.1847429,경기도 연천군 신서면 도신리 285-26,경기도 연천군 신서면 연신로 1154,031-834-1416,,18874035,
22576.0,경기,전에그보리밥집,127.0714794,37.9850169,경기도 연천군 청산면 초성리 406-2,경기도 연천군 청산면 청신로118번길 13,031-835-6959,매일 10:00~19:00,21620215,
22577.0,경기,올라스터디카페,127.0681096,38.0265604,경기도 연천군 전곡읍 전곡리 460-4,경기도 연천군 전곡읍 전곡로 162 정우빌딩 5층,010-6247-5875,매일 00:00~24:00,1195600246,
22578.0,경기,한량석쇠집 전곡점,127.0667091,38.0260923,경기도 연천군 전곡읍 전곡리 483-33,경기도 연천군 전곡읍 평화로 626,031-835-6969,,37051425,
22579.0,경기,화덕에통째로구운족발 연천점,127.0789917,38.1079736,경기도 연천군 연천읍 현가리 64-18 1층,경기도 연천군 연천읍 문화로 161,031-834-9980,평일 12:00~24:00 | 주말 10:00~24:00,38326748,http://hwatongjokbal.modoo.at/
22580.0,경기,충남식당,127.0729992,38.1349766,경기도 연천군 연천읍 상리 395-2,경기도 연천군 연천읍 상리로86번길 3,031-834-0513,,19141956,
22581.0,경기,산머루가든,127.0327561,37.9979824,경기도 연천군 전곡읍 양원리 374,경기도 연천군 전곡읍 양연로 1147,031-832-2568,,13478917,http://wildgrape.modoo.at/
22582.0,경기,백화원,127.0664095,38.0237303,경기도 연천군 전곡읍 전곡리 293-14,경기도 연천군 전곡읍 평화로 599-1,031-832-1100,,18865134,http://baekhwawon.com/
22583.0,경기,오두막골식당,127.0780296,38.0110786,경기도 연천군 청산면 대전리 552-1,경기도 연천군 청산면 청창로141번길 92,031-832-4177,매일 10:00~20:50,18871516,
22584.0,경기,중앙회수산,127.0688682,38.0272226,경기도 연천군 전곡읍 전곡리 333-162,경기도 연천군 전곡읍 은전로78번길 25 중앙회수산,031-835-2400,,19143073,
22587.0,경기,우렁이랑장어랑,127.1406272,38.2129254,경기도 연천군 신서면 대광리 142-5 연신로1600번길 51,경기도 연천군 신서면 연신로1600번길 51,031-834-9848,매일 11:00~21:00 | 월요일 휴무 매주 월요일 휴무,37260530,
22588.0,경기,구구무한삼겹,127.0677015,38.0256903,경기도 연천군 전곡읍 전곡리 476,경기도 연천군 전곡읍 온골로 53 2층,031-832-9901,매일 11:00~24:00,38341988,
22589.0,경기,차이나,127.0759136,38.1049641,경기도 연천군 연천읍 현가리 88,경기도 연천군 연천읍 연천로 316,031-833-8833,매일 10:00~22:00,18860382,
22590.0,경기,미향분식,127.0683812,38.0279048,경기도 연천군 전곡읍 전곡리 459-37,경기도 연천군 전곡읍 은전로78번길 10,031-832-4375,매일 11:00~21:00 일요일 휴무,18865417,
22591.0,경기,청산짜장,127.1097212,38.0316667,경기도 연천군 청산면 궁평리 164-1,경기도 연천군 청산면 궁평로 93,031-835-3366,평일 10:00~20:00,18871947,http://cityfood.co.kr/h9/cheongsanjja
22592.0,경기,진원각,127.0675090,38.0265260,경기도 연천군 전곡읍 전곡리 480-28,경기도 연천군 전곡읍 전곡로161번길 6,031-832-6608,,19143243,
22593.0,경기,초밥좋은날,127.0697742,38.0253336,경기도 연천군 전곡읍 전곡리 333-43,경기도 연천군 전곡읍 전곡로144번길 16,031-832-7578,매일 12:00~21:00 재료준비 14:30~17:30 / 재료소진시 마감 | 월요일 휴무,36446117,
22594.0,경기,명동왕족발보쌈전곡점,127.0655925,38.0302215,경기도 연천군 전곡읍 은대리 556-1,경기도 연천군 전곡읍 전곡로 205,031-833-5278,매일 09:00~01:30 연중무휴,37620504,
22595.0,경기,대교설렁탕,126.9203219,37.9894449,경기도 연천군 백학면 노곡리 608-3,경기도 연천군 백학면 청정로46번길 24,031-835-2524,매일 05:00~15:00 연중무휴,237175792,
22596.0,경기,하늘아래첫동네,126.9870496,37.9483472,경기도 연천군 전곡읍 늘목리 435-2,경기도 연천군 전곡읍 첫마을길 247,010-5205-7706,,11860127,
22597.0,경기,돌고래통닭,127.0702625,38.0243374,경기도 연천군 전곡읍 전곡리 306-2,경기도 연천군 전곡읍 전곡역로 67,031-832-0751,매일 14:00~24:00 비정기적 휴무,18862969,
22598.0,경기,민경이네김밥 전곡본점,127.0679666,38.0253526,경기도 연천군 전곡읍 전곡리 469-20,경기도 연천군 전곡읍 온골로 52,031-832-8295,매일 08:00~20:00,18865420,
22599.0,경기,농원가든,127.1032255,38.0322010,경기도 연천군 청산면 궁평리 590,경기도 연천군 청산면 전영로 338,,,1870113684,
22600.0,경기,이가네칡냉면,127.0686881,38.0249761,경기도 연천군 전곡읍 전곡리 469-29,경기도 연천군 전곡읍 전곡로 143,031-832-1060,,1040057428,
22601.0,경기,구석기손두부,127.0546212,38.0070898,경기도 연천군 전곡읍 고능리 93-13,경기도 연천군 전곡읍 양연로1388번길 11,031-832-3555,매일 09:00~20:00,33535242,
22602.0,경기,난타해물왕칼국수&쭈꾸미,127.0715269,38.0182287,경기도 연천군 전곡읍 전곡리 261-28,경기도 연천군 전곡읍 밤골로 16 난타해물왕칼국수,031-832-7179,매일 10:30~10:00,36655335,
22603.0,경기,미소육화 전곡점,127.0658040,38.0310918,경기도 연천군 전곡읍 은대리 550-8 미소육화 ,경기도 연천군 전곡읍 평화로698번길 12-35,031-833-8592,,37815303,
22604.0,경기,초성리식당,127.0930193,37.9881382,경기도 연천군 청산면 초성리 7-16,경기도 연천군 청산면 청신로 337,031-833-5528,매일 11:00~19:30,261999483,
22605.0,경기,압록강면옥,127.0691500,38.0306917,경기도 연천군 전곡읍 전곡리 447-41,경기도 연천군 전곡읍 은전로91번길 46,031-835-7224,매일 10:00~22:00,11878841,
22606.0,경기,아서원,127.0688780,38.0256567,경기도 연천군 전곡읍 전곡리 336-46,경기도 연천군 전곡읍 전곡로144번길 7-11 1층 아서원,031-832-3425,,18863017,http://www.instagram.com/aseowon0318323425
22607.0,경기,놀부타운,127.0694048,38.0258959,경기도 연천군 전곡읍 전곡리 336-16,경기도 연천군 전곡읍 은전로78번길 55,031-833-7878,평일 11:00~02:00 | 주말 11:00~02:00,18867472,
22608.0,경기,밤나무집,126.9619954,38.0010552,경기도 연천군 백학면 구미리 15,경기도 연천군 백학면 노아로 460-25,031-835-5484,매일 10:00~20:00,18872748,
22609.0,경기,원조장군족발,127.0695782,38.0227604,경기도 연천군 전곡읍 전곡리 300-1,,031-832-0733,평일 17:00~24:00 | 주말 12:00~24:00,1932838166,
22610.0,경기,커피빈스,127.0748285,38.0995182,경기도 연천군 연천읍 차탄리 34-46,,070-4241-9592,평일 08:30~21:00 | 일요일 10:00~21:00,36668163,http://blog.naver.com/dno202
22611.0,경기,이성환피자 연천점,127.0776497,38.0765805,경기도 연천군 연천읍 통현리 256-4 문선자동차공업사 1층,경기도 연천군 연천읍 평화로 1220 문선자동차공업사,031-834-8777,평일 13:00~24:00 | 주말 10:30~24:00,37816863,
22612.0,경기,양평해장국 자유로CC점,126.9200360,37.9900651,경기도 연천군 백학면 노곡리 615-1,경기도 연천군 백학면 청정로 38,031-833-8388,매일 05:00~19:30 04:50분 부터 | 일요일 05:00~18:00 04:50분 부터,728235822,
22613.0,경기,약수오리,127.1391125,38.2138346,경기도 연천군 신서면 대광리 170-30,경기도 연천군 신서면 연신로 1616,031-834-1952,매일 11:00~22:30,12030418,http://www.114info.co.kr/myhome/myhome.asp?index_code=13048048-200709012
22614.0,경기,바카스야바카스,127.0691567,38.0270558,경기도 연천군 전곡읍 전곡리 333-7,경기도 연천군 전곡읍 전곡로164번길 23,031-832-8181,,18863090,
22615.0,경기,시나몬,127.0695929,38.0099774,경기도 연천군 전곡읍 전곡리 89-8,경기도 연천군 전곡읍 선사로 203,031-835-2234,토요일 11:00~23:00 월요일 휴무 | 금요일 11:00~23:00 월요일 휴무 | 목요일 11:00~23:00 월요일 휴무 | 수요일 11:00~23:00 월요일 휴무 | 화요일 11:00~23:00 월요일 휴무 | 일요일 11:00~22:00 월요일 휴무,18867580,
22616.0,경기,고려가든,126.9728047,38.0246639,경기도 연천군 미산면 아미리 11-2,경기도 연천군 미산면 숭의전로 381,031-835-5464,매일 11:00~17:00,18872829,http://www.goryogarden.co.kr/
22617.0,경기,평양메밀막국수,127.1387125,38.2131013,경기도 연천군 신서면 대광리 171-16,경기도 연천군 신서면 연신로 1604,031-834-7782,매일 11:00~18:00,19451967,
22618.0,경기,신마포갈매기 전곡점,127.0695587,38.0251480,경기도 연천군 전곡읍 전곡리 336-76,경기도 연천군 전곡읍 전곡로144번길 10,031-835-6092,금요일 14:00~22:00 목요일 정기휴무 | 수요일 14:00~22:00 목요일 정기휴무 | 화요일 14:00~22:00 목요일 정기휴무 | 월요일 14:00~22:00 목요일 정기휴무 | 매일 14:00~22:00 목요일 정기휴무 | 일요일 10:30~22:00 | 토요일 10:30~22:00,34068806,http://www.mapo92.com/
22620.0,경기,구석기숯불장군,127.0657098,38.0174575,경기도 연천군 전곡읍 전곡리 281-3,경기도 연천군 전곡읍 평화로 533-33,031-832-9290,,1740036108,
22621.0,경기,플랫하우스,127.1106510,38.0361754,경기도 연천군 청산면 궁평리 38-4,경기도 연천군 청산면 아우라지길 57-24,031-832-2171,평일 11:00~20:00 | 토요일 10:00~20:00 | 일요일 휴무,779229050,http://blog.naver.com/nikecjk
,,,,,,,,,,
22623.0,경기,오작교분식,127.0684515,38.0272626,경기도 연천군 전곡읍 전곡리 460-29,경기도 연천군 전곡읍 전곡로164번길 11-18,031-832-0424,매일 07:00~22:00 둘째주 화요일 휴무,18863682,
22624.0,경기,먹고또오리,127.0556570,38.0289190,경기도 연천군 전곡읍 은대리 628-35,경기도 연천군 전곡읍 청정로 2435,031-832-5289,,18867910,
22625.0,경기,신탄더덕오리,127.1371573,38.2133477,경기도 연천군 신서면 대광리 175-1,경기도 연천군 신서면 연신로1615번길 46,031-834-9558,매일 11:00~20:30,18873523,
22626.0,경기,다미수제왕돈까스&해물짬뽕,127.0770639,38.1018528,경기도 연천군 연천읍 차탄리 50-11,경기도 연천군 연천읍 차현로 117,031-834-1488,월요일 휴무,21361899,
22627.0,경기,오구족 전곡점,127.0685363,38.0285280,경기도 연천군 전곡읍 전곡리 459-12,경기도 연천군 전곡읍 은전로 81,031-832-5177,평일 14:00~24:00 | 주말 10:00~24:00,34292203,http://www.59jok.com/
22628.0,경기,아름다운연천한우,127.0637925,38.0318434,경기도 연천군 전곡읍 은대리 2245,경기도 연천군 전곡읍 평화로689번길 12,031-832-4001,평일 10:30~22:00,36939033,
22629.0,경기,초리,127.0057291,38.0878046,경기도 연천군 왕징면 북삼리 222,,031-833-3777,매일 10:00~21:00 20시 주문마감,37915516,http://blog.naver.com/herb_village
22630.0,경기,육장군입구,127.0723362,38.0174062,경기도 연천군 전곡읍 전곡리,,,,1922379492,
22631.0,경기,영자네오리마을,127.0711575,38.0183991,경기도 연천군 전곡읍 전곡리 264,경기도 연천군 전곡읍 밤골로 13 홍익어린이집,031-833-9244,,18862579,http://ok114.co.kr/0318339244
22632.0,경기,신라가든,127.0663861,38.0019684,경기도 연천군 청산면 초성리 335-1,경기도 연천군 청산면 평화로 335,031-832-7666,평일 10:30~21:00 연중무휴. | 주말 10:30~21:00 연중무휴 | 공휴일 10:30~21:00 연중무휴,13017484,https://sinlagarden.modoo.at
22633.0,경기,할매왕족발,127.0692458,38.0236548,경기도 연천군 전곡읍 전곡리 312-24,경기도 연천군 전곡읍 전곡역로 56,031-832-6677,매일 17:00~01:30,18863840,
22634.0,경기,뮬,127.0672671,38.0294985,경기도 연천군 전곡읍 은대리 543-2,경기도 연천군 전곡읍 전곡로188번길 3-13,031-833-2500,매일 12:00~01:00 격주 일요일 휴무,18868286,
22635.0,경기,다래향,127.0746235,38.1008486,경기도 연천군 연천읍 차탄리 34-249,경기도 연천군 연천읍 연천로 267-1 현대부동산,031-834-5559,매일 09:00~19:30,21606299,
22636.0,경기,아가페식당,127.0704423,38.0155947,경기도 연천군 전곡읍 전곡리 232-2,경기도 연천군 전곡읍 전곡로 25-23,031-834-4297,평일 11:30~20:30 둘째주 넷째주 월요일 휴무 | 주말 11:00~20:30,35701504,
22637.0,경기,연초밥,127.0685791,38.0256628,경기도 연천군 전곡읍 전곡리 464-11 1층,경기도 연천군 전곡읍 전곡로 150-1 1층,070-4823-8762,매일 11:30~22:00 매주화요일 휴무,37006044,
22638.0,경기,불끈장어 부끄송어,127.1471758,38.2139385,경기도 연천군 신서면 대광리 132,경기도 연천군 신서면 고대산길 83,031-834-5355,매일 11:00~21:30,38300003,
,,,,,,,,,,
22640.0,경기,평양면옥,126.9716337,37.7171005,경기도 양주시 장흥면 교현리 115-9 평양면옥,경기도 양주시 장흥면 호국로 515 평양면옥,031-826-4231,"매일 11:00~21:00 명절 전일,당일 휴무",13292246,
22641.0,경기,용암리막국수,127.0522065,37.8581134,경기도 양주시 은현면 용암리 256,경기도 양주시 은현면 평화로1889번길 46-12,031-859-6224,매일 11:00~16:00 | 매일 16:30~21:00 | 화요일 휴무,36321278,https://blog.naver.com/jinwoo692003
22642.0,경기,덕화원,127.0625642,37.8440720,경기도 양주시 덕정동 350-84,경기도 양주시 덕정길 4,031-858-0103,매일 11:00~21:00 (재료 준비및 휴식시간 pm3:30~pm5:00) | 수요일 휴무,18076590,
